word,count
immoderate,1
immortal,1
impair,1
imparted,1
impede,1
imperfect,1
impertinent,1
incarnation,1
incline,1
increase,1
increased,2
increasing,1
inferior,1
inflamed,1
ingenio,1
inheritance,3
injure,1
inly,3
inn,4
innocent,1
inopem,1
insight,1
insolency,1
inspiration,2
installed,1
instinct,2
instrument,1
intended,1
intent,1
intercalares,1
internet,1
interpretation,1
interrupted,1
intricate,1
intwined,1
inventors,1
inwardly,2
ire,1
irksome,1
iron,1
italian,2
italic,1
iune,1
ivory,1
ivy,3
ix,1
jangle,1
janua,1
januarie,8
janus,1
jaws,1
jeopardy,1
jesus,1
jewel,1
jews,1
john,2
joint,1
jointed,1
joints,3
jollity,1
jolly,8
jove,1
jovisance,3
joy,8
joyed,2
joyful,5
joyous,1
joyousness,1
joys,2
judge,5
judged,2
judging,1
judgment,7
julius,2
july,4
june,2
justly,1
keen,2
keepen,1
keeping,2
ken,4
kend,2
kenst,6
kent,5
kentish,1
kerns,2
kid,17
kiddie,5
kids,2
kind,9
kindle,1
kindled,3
kindles,1
kindly,2
kindred,1
kinds,1
king,7
kingcups,1
kirk,3
kirkpillars,1
kirtle,1
kiss,1
kissd,1
knack,2
knaves,2
knee,1
knees,1
knew,8
knights,2
knitting,2
knotted,1
knowest,2
knowledge,1
kydst,3
la,1
labour,5
laboured,2
labouring,2
labyrinth,1
lace,1
lack,3
lackest,1
lacketh,2
lacks,1
lad,8
ladies,3
lads,1
lady,2
ladys,1
laid,6
lake,2
lamb,8
lambkins,1
lambs,4
lame,1
lament,4
lamentable,1
lamenteth,1
laments,1
land,4
lands,1
language,1
languages,2
languid,1
larded,2
large,6
lark,2
lass,12
lasss,1
lastly,1
latch,1
latched,2
late,4
latin,3
latonas,1
laudable,1
laugheth,1
laughing,1
laughs,1
launch,1
lavish,1
lawless,1
lay,8
layen,2
laymen,1
lays,5
lazy,2
lea,1
lead,9
leaden,1
leads,1
leaf,3
lean,3
leaneth,1
leans,1
leany,1
leap,1
leaped,2
learn,9
learnd,4
learned,18
learning,7
leas,2
leasing,2
leasings,1
leave,12
leaves,7
leaving,1
led,4
left,12
leg,1
legends,1
legs,1
leicester,1
leisure,3
length,4
lent,2
leo,1
lere,3
lesson,2
lethe,1
letten,1
letter,2
lettice,1
letting,1
levelld,1
lever,2
levin,3
lewd,4
lewdly,3
lewdness,1
liberty,1
lick,1
lidgate,1
lie,3
lief,4
liefest,1
liege,1
lies,2
lieth,4
life,7
lifeblood,1
lift,1
lifts,1
lig,4
ligg,2
liggen,4
light,12
lighter,1
lightfoot,1
lightly,2
lightning,1
lightsome,1
liken,1
likeness,1
liker,1
liking,1
lillies,1
lily,1
lineaments,2
lingering,1
lingring,2
links,1
lion,2
lions,1
list,10
listen,3
